"Prey","PreyGene","WT_UB_WT_BR_SaintScore","WT_UB_WT_BR_log2FoldChange","WT_UB_WT_BR_MG_SaintScore","WT_UB_WT_BR_MG_log2FoldChange","WT_KO_BR_SaintScore","WT_KO_BR_log2FoldChange","WT_KO_BR_MG_SaintScore","WT_KO_BR_MG_log2FoldChange","SE_UB_WT_BR_SaintScore","SE_UB_WT_BR_log2FoldChange","SE_UB_WT_BR_MG_SaintScore","SE_UB_WT_BR_MG_log2FoldChange","SE_KO_BR_SaintScore","SE_KO_BR_log2FoldChange","SE_KO_BR_MG_SaintScore","SE_KO_BR_MG_log2FoldChange"
"Q86TG7","PEG10",NA,NA,0.66,4.7371459197762,NA,NA,0.31,2.73768676140986,0.66,4.32192809488736,0.67,5.05874941233552,NA,NA,0.33,4.32192809488736
"Q02413","DSG1",NA,NA,0.65,4.05918219921169,0.65,3.73660487531425,NA,NA,0.15,0,0.47,1.58496250072116,0.16,0,0.15,0
"P21980-2","TGM2",NA,NA,0.65,4.05918219921169,0.24,0.411426245726465,0.12,0,0.32,2.73768676140986,0.33,3.73660487531425,NA,NA,NA,NA
"P0DMV8-2","HSPA1A",NA,NA,0.59,1.93734439215023,0,-0.689659879387849,0,-2.73696559416621,0.29,1,0.95,3.39231742277876,0.2,0.739848102699327,0.02,0.150559676575381
"Q6KB66-2","KRT80",NA,NA,0.39,1.32192809488736,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"P04279","SEMG1",NA,NA,0.33,3.32192809488736,0.2,0,0.02,-1,0.32,2.73768676140986,0.33,7.22881869049588,NA,NA,NA,NA
"Cont_O43790","Cont_O43790",NA,NA,0.33,3.73660487531425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8N257","HIST3H2BB",NA,NA,0.33,3.73660487531425,0.33,3.73660487531425,NA,NA,NA,NA,NA,NA,NA,NA,0.33,4.90689059560852
"Cont_Q9NSB2","Cont_Q9NSB2",NA,NA,0.33,4.54411440220947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P62861","FAU",NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P10321","HLA-C",NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,NA,NA,0.33,4.05918219921169,NA,NA,NA,NA
"Cont_Q9D646","Cont_Q9D646",NA,NA,0.33,3.73660487531425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cont_Q15323","Cont_Q15323",NA,NA,0.33,4.32192809488736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P13010","XRCC5",NA,NA,0.33,3.32192809488736,NA,NA,0.33,3.73660487531425,NA,NA,NA,NA,NA,NA,NA,NA
"Q9BVP2-2","GNL3",NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,0.32,2.73768676140986,0.32,2.73768676140986,NA,NA,NA,NA
"P07814","EPRS",NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,0.33,3.32192809488736
"Q92841-1","DDX17",NA,NA,0.33,3.32192809488736,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P62942","FKBP1A",NA,NA,0.33,4.32192809488736,NA,NA,NA,NA,NA,NA,0.33,4.7371459197762,NA,NA,NA,NA
"P61106","RAB14",NA,NA,0.33,3.32192809488736,0.66,4.32192809488736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cont_Q7Z794","Cont_Q7Z794",NA,NA,0.33,4.05918219921169,0.33,4.32192809488736,NA,NA,NA,NA,0.02,1,NA,NA,1,6.43746079951105
"P46821","MAP1B",NA,NA,0.33,4.54411440220947,0.32,2.73768676140986,0.33,4.05918219921169,1,5.64385618977472,0.67,4.90689059560852,0.67,5.05874941233552,NA,NA
"P42345","MTOR",NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q15773","MLF2",NA,NA,0.32,1,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,NA,NA,NA,NA
"Q12824-2","SMARCB1",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cont_P02769","Cont_P02769",NA,NA,0.32,2.73768676140986,0.33,3.32192809488736,0.31,2.73768676140986,0,-1.21759143507263,0,-0.494109070270043,NA,NA,NA,NA
"P49327","FASN",NA,NA,0.32,2.73768676140986,0.66,4.32192809488736,NA,NA,0.22,0.584962500721156,0.29,1,0.32,2.73768676140986,NA,NA
"Q5T4S7-3","UBR4",NA,NA,0.32,2.73768676140986,NA,NA,0.64,4.32192809488736,NA,NA,0.33,3.73660487531425,NA,NA,0.33,3.73660487531425
"Q3YEC7","RABL6",NA,NA,0.32,2.73768676140986,0.35,1,0.11,0,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986
"P28072","PSMB6",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y678","COPG1",NA,NA,0.32,2.73768676140986,NA,NA,0.31,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA
"P62333","PSMC6",NA,NA,0.32,2.73768676140986,NA,NA,0.31,2.73768676140986,NA,NA,0.66,4.05918219921169,NA,NA,0.32,2.73768676140986
"P13747","HLA-E",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y266","NUDC",NA,NA,0.32,2.73768676140986,0.32,2.73768676140986,0.31,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA
"Q96PD2","DCBLD2",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q5T3I0","GPATCH4",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA
"Q99816","TSG101",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9BZF9-2","UACA",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cont_P78386","Cont_P78386",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P52434-3","POLR2H",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,0.33,6.12928301694497,NA,NA
"O00159-2","MYO1C",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"P43686-2","PSMC4",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q03252","LMNB2",NA,NA,0.32,2.73768676140986,0.33,3.32192809488736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P53621","COPA",NA,NA,0.32,2.73768676140986,0.11,-0.577766999316952,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"Q68CZ2-2","TNS3",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q08945","SSRP1",NA,NA,0.32,2.73768676140986,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986
"O00232","PSMD12",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9ULT8","HECTD1",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P40227-2","CCT6A",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8IVM0","CCDC50",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8NI36","WDR36",NA,NA,0.32,2.73768676140986,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P78559","MAP1A",NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,0.65,4.05918219921169,NA,NA,0.33,3.32192809488736,NA,NA
"Q9H583","HEATR1",NA,NA,0.32,2.73768676140986,NA,NA,0.18,0.584962500721156,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA
"Q9Y5B9","SUPT16H",NA,NA,0.28,1,0.17,0,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"Q07065","CKAP4",NA,NA,0.26,0.739848102699327,0.33,3.73660487531425,0.31,2.73768676140986,NA,NA,0.05,0,0.16,0,0.32,1.58496250072116
"P19338","NCL",NA,NA,0.23,0.584962500721156,0.65,3.73660487531425,NA,NA,NA,NA,0.33,4.05918219921169,NA,NA,NA,NA
"P62854","RPS26",NA,NA,0.09,-0.321928094887362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96SB4-4","SRPK1",NA,NA,0.09,-0.577766999316952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P50991-2","CCT4",NA,NA,0.09,-0.577766999316952,0.33,3.73660487531425,NA,NA,0.1,-0.415037499278844,NA,NA,NA,NA,NA,NA
"Q96FV9","THOC1",NA,NA,0.05,-0.736965594166206,0.24,0.584962500721156,0.29,1.32192809488736,NA,NA,0.66,4.54411440220947,0.09,-0.577766999316952,0.22,0.411426245726465
"Q15365","PCBP1",NA,NA,0.04,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P62917","RPL8",NA,NA,0.04,-1,NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,NA,NA
"P18077","RPL35A",NA,NA,0,-1.32192809488736,NA,NA,0.11,0.37851162325373,0,-1.78587519464715,0.19,0.0976107966264223,0,-0.761213140412883,0,0.31034012061215
"Cont_P19013","Cont_P19013",NA,NA,0,-1.47393118833241,NA,NA,0.31,2.73768676140986,NA,NA,0.33,5.90689059560852,NA,NA,0.33,4.54411440220947
"Q86UE4","MTDH",NA,NA,NA,NA,0.67,5.19652836093694,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,0.33,5.8245132973348
"P04843","RPN1",NA,NA,NA,NA,0.66,4.32192809488736,NA,NA,NA,NA,0.36,1,NA,NA,NA,NA
"Q9NVP1","DDX18",NA,NA,NA,NA,0.65,3.73660487531425,NA,NA,0.33,3.32192809488736,0.33,3.32192809488736,0.09,-0.577766999316952,0.39,1.41683974191283
"P67936","TPM4",NA,NA,NA,NA,0.65,4.05918219921169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P09651-3","HNRNPA1",NA,NA,NA,NA,0.65,4.05918219921169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P11216","PYGB",NA,NA,NA,NA,0.65,3.73660487531425,NA,NA,0.32,2.73768676140986,NA,NA,0.32,2.73768676140986,NA,NA
"Q6P2Q9","PRPF8",NA,NA,NA,NA,0.65,3.73660487531425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P51148","RAB5C",NA,NA,NA,NA,0.33,3.73660487531425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O60841","EIF5B",NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,0.18,0,0.01,-1.32192809488736,0.33,0.84799690655495
"Q9BX70","BTBD2",NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,NA,NA,0.16,0,NA,NA
"Q08211","DHX9",NA,NA,NA,NA,0.33,3.73660487531425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cont_P02465","Cont_P02465",NA,NA,NA,NA,0.33,3.73660487531425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cont_P02453","Cont_P02453",NA,NA,NA,NA,0.33,6.94637996751037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q00325-2","SLC25A3",NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P15311","EZR",NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,0.32,2.73768676140986,0.66,4.05918219921169,NA,NA,0.32,2.73768676140986
"Q14204","DYNC1H1",NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"Q06830","PRDX1",NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,0.09,-0.577766999316952,NA,NA,NA,NA,NA,NA
"Cont_Q6IFZ6","Cont_Q6IFZ6",NA,NA,NA,NA,0.33,5.73687542290827,NA,NA,NA,NA,0.12,0.367371065648529,NA,NA,0.33,3.73660487531425
"Q12931-2","TRAP1",NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P12956-2","XRCC6",NA,NA,NA,NA,0.33,3.32192809488736,0.33,4.05918219921169,0,-0.577766999316952,0.06,0.641546029087524,0.09,-0.577766999316952,0.42,1.41683974191283
"P26641","EEF1G",NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"Q00610-2","CLTC",NA,NA,NA,NA,0.33,3.73660487531425,NA,NA,NA,NA,0.18,0,NA,NA,NA,NA
"P17844-2","DDX5",NA,NA,NA,NA,0.32,2.73768676140986,0.31,2.73768676140986,0.15,0,NA,NA,NA,NA,NA,NA
"Q14152-2","EIF3A",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P00558-2","PGK1",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P30048-2","PRDX3",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O95816","BAG2",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,0.33,3.32192809488736
"P78371-2","CCT2",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P11413","G6PD",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P04406-2","GAPDH",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA
"P27695","APEX1",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P60842","EIF4A1",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"Cont_P00698","Cont_P00698",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P62244","RPS15A",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P46777","RPL5",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P55884","EIF3B",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P49411","TUFM",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"P60900","PSMA6",NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,0.66,4.32192809488736,NA,NA,0.33,3.32192809488736
"Q15061","WDR43",NA,NA,NA,NA,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cont_P63103","Cont_P63103",NA,NA,NA,NA,0.24,0.411426245726465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P29692","EEF1D",NA,NA,NA,NA,0.24,0.584962500721156,NA,NA,0.04,-1,NA,NA,0.64,3.73660487531425,NA,NA
"Q14839","CHD4",NA,NA,NA,NA,0.17,0,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA
"O94776","MTA2",NA,NA,NA,NA,0.17,0,0.11,0,NA,NA,NA,NA,NA,NA,NA,NA
"P33993-3","MCM7",NA,NA,NA,NA,0.17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P27348","YWHAQ",NA,NA,NA,NA,0.12,-0.415037499278844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P14923","JUP",NA,NA,NA,NA,0.12,-0.415037499278844,NA,NA,0.24,0.807354922057604,NA,NA,NA,NA,NA,NA
"P06753-3","TPM3",NA,NA,NA,NA,0.11,-0.577766999316952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O00763-3","ACACB",NA,NA,NA,NA,0,-1.68965987938785,NA,NA,0,-1.59946207041627,0,-1.43440282414577,0,-1.25153876699596,0,-0.2688167584278
"Q9Y5V3","MAGED1",NA,NA,NA,NA,NA,NA,0.33,3.73660487531425,NA,NA,0.66,4.05918219921169,NA,NA,0.33,3.32192809488736
"Q96HE9","PRR11",NA,NA,NA,NA,NA,NA,0.31,2.73768676140986,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"Q12788","TBL3",NA,NA,NA,NA,NA,NA,0.18,0.584962500721156,NA,NA,0.66,4.54411440220947,NA,NA,NA,NA
"O76021","RSL1D1",NA,NA,NA,NA,NA,NA,0.09,0.321928094887362,NA,NA,NA,NA,0.03,-0.810966175609983,0.01,-1.21759143507263
"Q14195-2","DPYSL3",NA,NA,NA,NA,NA,NA,NA,NA,0.99,4.90689059560852,0.66,4.05918219921169,NA,NA,0.32,2.73768676140986
"Q6Y7W6-4","GIGYF2",NA,NA,NA,NA,NA,NA,NA,NA,0.65,4.32192809488736,NA,NA,NA,NA,NA,NA
"Q96N67-4","DOCK7",NA,NA,NA,NA,NA,NA,NA,NA,0.65,4.05918219921169,NA,NA,NA,NA,NA,NA
"Q71UI9-2","H2AFV",NA,NA,NA,NA,NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,NA,NA
"O14641","DVL2",NA,NA,NA,NA,NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,NA,NA
"P49450-2","CENPA",NA,NA,NA,NA,NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA,NA,NA
"P21589","NT5E",NA,NA,NA,NA,NA,NA,NA,NA,0.33,3.32192809488736,0.32,2.73768676140986,0.33,3.24792751344359,NA,NA
"Q02880-2","TOP2B",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,0.22,0.584962500721156
"O15056-3","SYNJ2",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"Q8IUE6","HIST2H2AB",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,0.32,2.73768676140986,NA,NA
"Q15393","SF3B3",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"Q9UMZ2-6","SYNRG",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"Q9BXF6","RAB11FIP5",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"Q9UHD8-4","45544",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"Q07157-2","TJP1",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"Q8WWI1-3","LMO7",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"Q2M2I8-2","AAK1",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"P49368-2","CCT3",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"Q9P0V3","SH3BP4",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"Q8N4C8-2","MINK1",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,0.32,2.73768676140986,NA,NA
"Q14677","CLINT1",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"P50747","HLCS",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"P50454","SERPINH1",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"Q96TA1-2","FAM129B",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"P22492","HIST1H1T",NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA,NA,NA
"P11388","TOP2A",NA,NA,NA,NA,NA,NA,NA,NA,0.15,0,0.42,1.32192809488736,NA,NA,NA,NA
"P35232","PHB",NA,NA,NA,NA,NA,NA,NA,NA,0.15,0,0.18,0,NA,NA,NA,NA
"P60660","MYL6",NA,NA,NA,NA,NA,NA,NA,NA,0.15,0,NA,NA,NA,NA,NA,NA
"Q92522","H1FX",NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.321928094887362,NA,NA,NA,NA,NA,NA
"P28074","PSMB5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,4.05918219921169,NA,NA,NA,NA
"P35869","AHR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA
"P11940-2","PABPC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,3.32192809488736,NA,NA,NA,NA
"P10809","HSPD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"P41252","IARS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,0.33,5.32192809488736
"P38159-2","RBMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"Q13200-2","PSMD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"Q6IBS0","TWF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"O96019-2","ACTL6A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,0.32,2.73768676140986
"P0DP23","CALM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"P39656-2","DDOST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"P61626","LYZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"P46379-4","BAG6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"Q8TAQ2-2","SMARCC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"P40926-2","MDH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"Q04917","YWHAH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"P31153-2","MAT2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"Q92995-2","USP13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA,NA,NA
"Q00839-2","HNRNPU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0,NA,NA,NA,NA
"Q9H910-2","JPT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA
"Q9UFH2","DNAH17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,NA,NA
"P46776","RPL27A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986,0.33,3.32192809488736
"P54136-2","RARS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,3.32192809488736
"P78362","SRPK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,3.32192809488736
"P14868-2","DARS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,4.90689059560852
"Q562R1","ACTBL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,3.32192809488736
"P56192","MARS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,5.19652836093694
"P35998","PSMC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986
"Q9P2J5-3","LARS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986
"P19784","CSNK2A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986
"Q15046","KARS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,2.73768676140986
